,date,Temperature,CloudOpacity,DHI,DNI,Radiation,Precipitation,Humidity,Pressure,WindDirection,WindSpeed,Sunrise,Sunset,Month
935,2021-07-23,32.55714285714286,38.942857142857136,267.64285714285717,95.0,326.57142857142856,68.95000000000002,58.68571428571429,972.3571428571429,106.14285714285714,3.4,9,16,7
936,2021-07-24,34.66428571428572,43.62857142857143,186.5,149.07142857142858,308.42857142857144,66.02857142857142,51.16428571428572,973.1428571428572,84.71428571428571,2.9857142857142867,9,16,7
937,2021-07-25,35.77142857142858,13.407142857142858,255.5,281.2142857142857,462.42857142857144,62.41428571428571,46.414285714285704,972.7142857142857,108.92857142857143,2.9571428571428577,9,16,7
938,2021-07-26,32.099999999999994,76.70714285714287,80.57142857142857,20.357142857142858,89.0,71.57142857142857,59.14285714285715,972.2642857142857,93.5,3.535714285714286,9,16,7
939,2021-07-27,32.43571428571429,88.2357142857143,42.357142857142854,0.0,42.357142857142854,74.2357142857143,63.03571428571429,969.8214285714286,227.35714285714286,1.885714285714286,9,16,7
940,2021-07-28,27.807142857142857,90.67142857142858,24.857142857142858,0.0,24.857142857142858,72.55714285714285,83.4357142857143,971.4928571428572,246.71428571428572,1.0714285714285714,9,16,7
941,2021-07-29,29.41428571428571,65.25714285714285,144.78571428571428,24.214285714285715,155.78571428571428,71.14285714285714,72.06428571428572,972.2214285714286,178.71428571428572,1.4785714285714289,9,16,7
942,2021-07-30,30.32142857142858,76.32142857142857,136.42857142857142,0.0,136.42857142857142,69.22142857142856,66.89285714285715,973.3285714285714,94.14285714285714,3.5142857142857147,9,16,7
943,2021-07-31,31.771428571428572,44.949999999999996,214.28571428571428,75.5,248.71428571428572,68.89285714285714,63.19285714285714,973.3999999999999,103.64285714285714,3.592857142857142,9,16,7
944,2021-08-01,34.01428571428572,70.80714285714286,150.71428571428572,11.357142857142858,157.21428571428572,65.37857142857142,51.892857142857146,972.0428571428572,222.57142857142858,1.9285714285714286,9,16,8
945,2021-08-02,32.114285714285714,73.60000000000001,122.85714285714286,13.5,130.92857142857142,68.1214285714286,60.71428571428572,973.3785714285715,82.35714285714286,2.7142857142857144,9,16,8
946,2021-08-03,32.94285714285715,38.550000000000004,266.5,78.21428571428571,326.07142857142856,59.08571428571428,55.92142857142857,974.1857142857143,80.21428571428571,4.7,9,16,8
947,2021-08-04,32.642857142857146,16.878571428571426,285.2857142857143,202.14285714285714,407.92857142857144,57.121428571428574,54.80714285714284,974.9857142857143,95.35714285714286,3.878571428571429,9,16,8
948,2021-08-05,33.18571428571429,37.71428571428571,231.71428571428572,104.07142857142857,316.2142857142857,61.00000000000001,55.042857142857144,974.5214285714286,84.64285714285714,2.2500000000000004,9,16,8
949,2021-08-06,33.778571428571425,55.35000000000001,213.5,59.07142857142857,270.35714285714283,61.5142857142857,50.371428571428574,974.6714285714286,77.42857142857143,2.6000000000000005,9,16,8
950,2021-08-07,33.607142857142854,63.84285714285715,163.21428571428572,30.142857142857142,187.78571428571428,64.18571428571428,51.61428571428571,976.2857142857144,80.28571428571429,2.7,9,16,8
